,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
1809,LA RIOJA,Famatina,Angulos,46049020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,6,6
1810,LA RIOJA,Famatina,Campanas,46049050,- 0,- 0,- 0,1,- 0,- 0,- 0,161,162
1811,LA RIOJA,Famatina,Chañarmuyo,46049060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29
1812,LA RIOJA,Famatina,La Cuadra,46049080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22
1813,LA RIOJA,Famatina,Pituil,46049090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,153,153
1814,LA RIOJA,Famatina,Santa Cruz,46049110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22
1815,LA RIOJA,General Angel V. Peñaloza,Tama,46056020,8,- 0,- 0,1,- 0,- 0,- 0,149,158
1816,LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,- 0,- 0,- 0,1,- 0,- 0,- 0,93,94
1817,LA RIOJA,General Belgrano,Chañar,46063020,9,- 0,- 0,1,- 0,- 0,- 0,90,100
1818,LA RIOJA,General Belgrano,Loma Blanca,46063030,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2
1819,LA RIOJA,General Belgrano,Olta,46063040,- 0,1.069,- 0,1,- 0,1,- 0,6,1.077
1820,LA RIOJA,General Belgrano,Castro Barros,46063010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
1821,LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,- 0,299,- 0,- 0,- 0,1,- 0,- 0,300
1822,LA RIOJA,General Ocampo,Ambil,46084010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34
1823,LA RIOJA,General Ocampo,Milagro,46084030,- 0,813,- 0,1,- 0,- 0,- 0,- 0,814
1824,LA RIOJA,General San Martín,Ulapes,46091010,- 0,691,- 0,2,- 0,- 0,- 0,1,694
1825,LA RIOJA,Independencia,Amaná,46105010,1,- 0,- 0,- 0,- 0,- 0,- 0,1,2
1826,LA RIOJA,Independencia,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1827,LA RIOJA,Independencia,Patquía,46105020,31,- 0,- 0,1,- 0,- 0,- 0,279,311
1828,LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,4,2.312,- 0,3,1,1,- 0,373,2.694
1829,LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,116,116
1830,LA RIOJA,Sanagasta,Villa Sanagasta,46126010,- 0,543,- 0,5,- 0,1,- 0,5,554
1831,LA RIOJA,San Blas de los Sauces,Los Robles,46119010,- 0,1,- 0,3,- 0,1,- 0,102,107
1832,LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,- 0,- 0,- 0,2,- 0,- 0,- 0,49,51
1833,LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,156,156
1834,LA RIOJA,San Blas de los Sauces,Andolucas,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16
1835,LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16
1836,LA RIOJA,San Blas de los Sauces,Cuipan,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,50,50
1837,LA RIOJA,San Blas de los Sauces,Las Talas,46119010,- 0,1,- 0,- 0,- 0,- 0,- 0,42,43
1838,LA RIOJA,San Blas de los Sauces,San Blas,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,48,48
1839,LA RIOJA,San Blas de los Sauces,Shaqui,46119010,- 0,- 0,- 0,1,- 0,- 0,- 0,73,74
1840,LA RIOJA,San Blas de los Sauces,Suriyaco,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
1841,LA RIOJA,San Blas de los Sauces,Tuyubil,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
1842,LA RIOJA,General Juan F. Quiroga,San Antonio,46070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,33,33
1843,LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,- 0,- 0,- 0,1,- 0,- 0,- 0,347,348
1844,LA RIOJA,General Juan F. Quiroga,Nácate,46070020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78
1845,LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,- 0,- 0,- 0,1,- 0,- 0,- 0,227,228
1846,LA RIOJA,General Lamadrid,Villa Castelli,46077010,- 0,- 0,- 0,1,- 0,- 0,- 0,255,256
1847,LA RIOJA,Vinchina,Jagüé,46098010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
1848,LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,- 0,- 0,- 0,2,- 0,- 0,- 0,431,433
1849,MENDOZA,Capital,Mendoza,50007010,6.997,69.861,182,32.987,202,16,- 0,2.053,112.298
1850,MENDOZA,General Alvear,Bowen,50014010,- 0,64,1,- 0,- 0,1,- 0,91,157
1851,MENDOZA,General Alvear,General Alvear,50014030,782,3.812,1,2.224,411,- 0,- 0,3.408,10.638
1852,MENDOZA,General Alvear,Carmensa,50014020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,79,79
1853,MENDOZA,Godoy Cruz,Godoy Cruz,50021010,4.261,25,90,31.340,100,2,- 0,1.014,36.832
1854,MENDOZA,Godoy Cruz,Gobernador Benegas,50021010,- 0,- 0,- 0,568,- 0,- 0,- 0,- 0,568
1855,MENDOZA,Godoy Cruz,Las Tortugas,50021010,- 0,- 0,- 0,759,- 0,- 0,- 0,- 0,759
1856,MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010,- 0,- 0,- 0,288,- 0,- 0,- 0,- 0,288
1857,MENDOZA,Godoy Cruz,Villa Hipodromo,50021010,- 0,- 0,- 0,18,- 0,- 0,- 0,- 0,18
1858,MENDOZA,Guaymallén,Bermejo,50028030,- 0,- 0,- 0,149,- 0,- 0,- 0,- 0,149
1859,MENDOZA,Guaymallén,Colonia Segovia,50028010,- 0,- 0,- 0,5,- 0,- 0,- 0,142,147
1860,MENDOZA,Guaymallén,Guaymallén,50028020,5.163,7,88,28.449,17,- 0,- 0,1.536,35.260
1861,MENDOZA,Guaymallén,La Primavera,50028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27
1862,MENDOZA,Guaymallén,Los Corralitos,50028040,102,- 0,2,- 0,- 0,1,- 0,49,154
1863,MENDOZA,Guaymallén,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,150,150
1864,MENDOZA,Guaymallén,Puente de Hierro,50028050,1.259,- 0,3,- 0,- 0,- 0,- 0,116,1.378
1865,MENDOZA,Guaymallén,San Jose,50028030,- 0,- 0,- 0,112,- 0,- 0,- 0,- 0,112
1866,MENDOZA,Guaymallén,Dorrego,50028030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1867,MENDOZA,Guaymallén,Rodeo De La Cruz,50028010,- 0,- 0,- 0,351,- 0,1,- 0,- 0,352
1868,MENDOZA,Guaymallén,San Francisco Del Monte,50028050,- 0,- 0,- 0,223,- 0,- 0,- 0,- 0,223
1869,MENDOZA,Guaymallén,Buena Nueva,50028030,- 0,- 0,- 0,230,- 0,1,- 0,- 0,231
1870,MENDOZA,Guaymallén,Capilla Del Rosario,50028050,- 0,- 0,- 0,311,- 0,- 0,- 0,- 0,311
1871,MENDOZA,Guaymallén,El Sauce,50028030,- 0,- 0,- 0,14,- 0,- 0,- 0,- 0,14
1872,MENDOZA,Guaymallén,Jesus Nazareno,50028050,- 0,- 0,- 0,258,- 0,- 0,- 0,- 0,258
1873,MENDOZA,Guaymallén,Las Cañas,50028050,- 0,- 0,- 0,218,- 0,- 0,- 0,- 0,218
1874,MENDOZA,Guaymallén,Pedro Molina,50028030,- 0,- 0,- 0,113,- 0,- 0,- 0,- 0,113
1875,MENDOZA,Junín,Ingeniero Giagnoni,50035010,3.682,- 0,52,254,52,- 0,- 0,66,4.106
1876,MENDOZA,Junín,Junín,50035020,354,- 0,5,961,- 0,- 0,- 0,215,1.535
1877,MENDOZA,Junín,La Colonia,50035030,- 0,- 0,- 0,541,- 0,1,- 0,201,743
1878,MENDOZA,Junín,Los Barriales,50035040,832,- 0,2,- 0,- 0,- 0,- 0,175,1.009
1879,MENDOZA,Junín,Medrano,50035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,774,774
1880,MENDOZA,Junín,OTROS,Sin Datos,- 0,- 0,- 0,30,- 0,- 0,- 0,- 0,30
1881,MENDOZA,Junín,Phillips,50035060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
1882,MENDOZA,Junín,Rodríguez Peña,50035070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,48,48
1883,MENDOZA,La Paz,La Paz,50042020,384,- 0,- 0,4,- 0,- 0,- 0,- 0,388
1884,MENDOZA,Las Heras,Las Heras,50049050,1.206,7,32,13.713,11,6,- 0,722,15.697
1885,MENDOZA,Las Heras,Papagayos,50049040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1886,MENDOZA,Las Heras,Uspallata,50049110,578,- 0,2,558,- 0,- 0,- 0,- 0,1.138
1887,MENDOZA,Las Heras,El Challao,50049040,- 0,- 0,- 0,198,- 0,- 0,- 0,- 0,198
1888,MENDOZA,Las Heras,El Plumerillo,50049040,- 0,- 0,- 0,36,- 0,- 0,- 0,- 0,36
1889,MENDOZA,Las Heras,El Resguardo,50049040,- 0,- 0,- 0,3,- 0,- 0,- 0,- 0,3
1890,MENDOZA,Las Heras,El Zapallar,50049040,- 0,- 0,- 0,84,- 0,- 0,- 0,- 0,84
1891,MENDOZA,Las Heras,Panquehua,50049040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1892,MENDOZA,Las Heras,Puente del Inca,50049090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1893,MENDOZA,Lavalle,3 de Mayo,50056150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,21,21
1894,MENDOZA,Lavalle,Barrio Los Olivos,50056070,229,- 0,- 0,- 0,- 0,- 0,- 0,- 0,229
1895,MENDOZA,Lavalle,Costa de Araujo,50056080,- 0,- 0,- 0,2,29,- 0,- 0,125,156
1896,MENDOZA,Lavalle,El Vergel,50056100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22
1897,MENDOZA,Lavalle,Ingeniero Gustavo André,50056110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,26,26
1898,MENDOZA,Lavalle,Jocolí,50056120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27
1899,MENDOZA,Lavalle,Jocolí Viejo,50056130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,25,25
1900,MENDOZA,Lavalle,Villa Tulumaya,50056160,- 0,- 0,- 0,107,1,- 0,- 0,271,379
1901,MENDOZA,Luján de Cuyo,Agrelo,50063010,1,- 0,- 0,564,- 0,- 0,- 0,67,632
1902,MENDOZA,Luján de Cuyo,Cacheuta,50063030,18,- 0,- 0,- 0,- 0,- 0,- 0,31,49
1903,MENDOZA,Luján de Cuyo,Las Compuertas,50063070,1.050,- 0,7,- 0,- 0,- 0,- 0,42,1.099
1904,MENDOZA,Luján de Cuyo,Luján de Cuyo,50063090,2.450,9,29,4.074,608,1,- 0,1.829,9.000
1905,MENDOZA,Luján de Cuyo,Perdriel,50063100,60,- 0,4,154,- 0,- 0,- 0,58,276
1906,MENDOZA,Luján de Cuyo,Potrerillos,50063110,- 0,- 0,- 0,1,- 0,4,- 0,32,37
1907,MENDOZA,Luján de Cuyo,Ugarteche,50063120,- 0,- 0,- 0,123,- 0,- 0,- 0,127,250
1908,MENDOZA,Luján de Cuyo,Barrio Perdriel IV,50063020,- 0,- 0,- 0,77,- 0,- 0,- 0,15,92
1909,MENDOZA,Luján de Cuyo,Carrodilla,50063060,- 0,- 0,- 0,549,101,- 0,- 0,12,662
1910,MENDOZA,Luján de Cuyo,Chacras De Coria,50063060,- 0,- 0,- 0,913,- 0,- 0,- 0,24,937
1911,MENDOZA,Luján de Cuyo,Costa Flores,50063040,- 0,- 0,- 0,133,- 0,- 0,- 0,17,150
1912,MENDOZA,Luján de Cuyo,El Carrizal,50063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42
1913,MENDOZA,Luján de Cuyo,El Salto,50063060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34
1914,MENDOZA,Luján de Cuyo,Las Vegas,50063080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32
1915,MENDOZA,Luján de Cuyo,Mayor Drummond,50063060,- 0,- 0,- 0,290,161,- 0,- 0,17,468
1916,MENDOZA,Luján de Cuyo,Vistalba,50063060,- 0,- 0,- 0,271,- 0,- 0,- 0,27,298
1917,MENDOZA,Luján de Cuyo,La Puntilla,50063060,- 0,- 0,- 0,110,- 0,- 0,- 0,2,112
1918,MENDOZA,Maipú,Barrancas,50070010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,31,31
1919,MENDOZA,Maipú,Cruz de Piedra,50070030,- 0,- 0,- 0,59,- 0,- 0,- 0,12,71
1920,MENDOZA,Maipú,Fray Luis Beltrán,50070050,335,1,4,1,- 0,- 0,- 0,66,407
1921,MENDOZA,Maipú,Maipú,50070060,922,2,15,4.596,6,- 0,- 0,1.356,6.897
1922,MENDOZA,Maipú,Rodeo del Medio,50070070,348,- 0,1,- 0,- 0,- 0,- 0,348,697
1923,MENDOZA,Maipú,Russell,50070080,1.083,- 0,15,3.489,15,- 0,- 0,- 0,4.602
1924,MENDOZA,Maipú,San Roque,50070090,389,- 0,8,3.114,- 0,- 0,- 0,104,3.615
1925,MENDOZA,Maipú,Barrio Jesús de Nazaret,50070020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,33,33
1926,MENDOZA,Maipú,El Pedregal,50070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,31,31
1927,MENDOZA,Maipú,Villa Teresa,50070100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38
1928,MENDOZA,Maipú,Coquimbito,50070090,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1929,MENDOZA,Maipú,General Gutierrez,50070040,- 0,- 0,- 0,66,- 0,- 0,- 0,- 0,66
1930,MENDOZA,Maipú,Luzuriaga,50070090,- 0,- 0,- 0,321,- 0,- 0,- 0,- 0,321
1931,MENDOZA,Malargüe,Las Leñas,50077030,- 0,- 0,- 0,3,- 0,- 0,- 0,- 0,3
1932,MENDOZA,Malargüe,Malargüe,50077040,- 0,1.613,4,4,- 0,3,- 0,28,1.652
1933,MENDOZA,Malargüe,Agua Escondida,50077010,- 0,- 0,- 0,1,- 0,2,- 0,- 0,3
1934,MENDOZA,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,7,- 0,- 0,- 0,7
1935,MENDOZA,Rivadavia,Andrade,50084010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13
1936,MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,50084020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5
1937,MENDOZA,Rivadavia,Barrio Rivadavia,50084030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,63,63
1938,MENDOZA,Rivadavia,El Mirador,50084040,- 0,- 0,- 0,1,- 0,- 0,- 0,66,67
1939,MENDOZA,Rivadavia,La Central,50084050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,98,98
1940,MENDOZA,Rivadavia,La Esperanza,50084060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,33,33
1941,MENDOZA,Rivadavia,La Florida,50084070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,96,96
1942,MENDOZA,Rivadavia,La Libertad,50084080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60
1943,MENDOZA,Rivadavia,Los Árboles,50084090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8
1944,MENDOZA,Rivadavia,Los Campamentos,50084100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,81,81
1945,MENDOZA,Rivadavia,Medrano,50084110,- 0,- 0,1,- 0,- 0,- 0,- 0,3,4
1946,MENDOZA,Rivadavia,Mundo Nuevo,50084120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13
1947,MENDOZA,Rivadavia,Reducción de Abajo,50084130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,61,61
1948,MENDOZA,Rivadavia,Rivadavia,50084140,828,- 0,8,2.893,- 0,3,- 0,903,4.635
1949,MENDOZA,Rivadavia,Santa María de Oro,50084150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42
1950,MENDOZA,San Carlos,Chilecito,50091020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,153,153
1951,MENDOZA,San Carlos,Eugenio Bustos,50091030,36,- 0,- 0,- 0,- 0,- 0,- 0,628,664
1952,MENDOZA,San Carlos,La Consulta,50091040,164,- 0,- 0,- 0,- 0,1,- 0,639,804
1953,MENDOZA,San Carlos,San Carlos,50091060,- 0,167,- 0,1,- 0,- 0,- 0,400,568
1954,MENDOZA,San Carlos,Pareditas,50091050,- 0,- 0,- 0,86,1,- 0,- 0,33,120
1955,MENDOZA,San Carlos,Barrio El Cepillo,50091010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47
1956,MENDOZA,San Martín,Alto Salvador,50098090,- 0,- 0,- 0,34,- 0,- 0,- 0,19,53
1957,MENDOZA,San Martín,Alto Verde,50098020,- 0,- 0,- 0,63,- 0,- 0,- 0,88,151
1958,MENDOZA,San Martín,Chapanay,50098060,- 0,- 0,1,7,- 0,- 0,- 0,32,40
1959,MENDOZA,San Martín,El Ramblón,50098077,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107
1960,MENDOZA,San Martín,Montecaseros,50098080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,94,94
1961,MENDOZA,San Martín,Nueva California,50098090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47
1962,MENDOZA,San Martín,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,94,94
1963,MENDOZA,San Martín,Palmira,50098090,- 0,- 0,- 0,515,- 0,- 0,- 0,19,534
1964,MENDOZA,San Martín,San Martín,50098100,- 0,3,- 0,2.813,- 0,1,- 0,894,3.711
1965,MENDOZA,San Martín,Tres Porteñas,50098110,- 0,- 0,- 0,3,- 0,- 0,- 0,209,212
1966,MENDOZA,San Martín,El Espino,50098073,- 0,- 0,- 0,- 0,- 0,- 0,- 0,59,59
1967,MENDOZA,San Rafael,25 de Mayo,50105220,- 0,79,1,- 0,- 0,- 0,- 0,14,94
1968,MENDOZA,San Rafael,Cuadro Benegas,50105060,35,- 0,2,2.094,- 0,1,- 0,418,2.550
1969,MENDOZA,San Rafael,El Nihuil,50105070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,89,89
1970,MENDOZA,San Rafael,Goudge,50105100,- 0,1,- 0,- 0,1,- 0,- 0,177,179
1971,MENDOZA,San Rafael,San Rafael,50105210,3.121,1.757,215,13,216,- 0,- 0,1.235,6.557
1972,MENDOZA,San Rafael,Punta del Agua,50105170,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2
1973,MENDOZA,San Rafael,Las Malvinas,50105130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54
1974,MENDOZA,San Rafael,Monte Comán,50105150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,431,431
1975,MENDOZA,San Rafael,Rama Caída,50105180,- 0,- 0,- 0,- 0,- 0,- 0,- 0,459,459
1976,MENDOZA,San Rafael,Real del Padre,50105190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,670,670
1977,MENDOZA,San Rafael,Salto de Las Rosas,50105200,- 0,- 0,1,- 0,- 0,- 0,- 0,365,366
1978,MENDOZA,San Rafael,Villa Atuel,50105230,- 0,- 0,- 0,- 0,- 0,- 0,- 0,351,351
1979,MENDOZA,San Rafael,Jaime Prats,50105110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,94,94
1980,MENDOZA,San Rafael,Capitán Montoya,50105050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
1981,MENDOZA,Santa Rosa,Barrio 12 de Octubre,50112010,- 0,- 0,- 0,3,- 0,- 0,- 0,- 0,3
1982,MENDOZA,Santa Rosa,La Dormida,50112040,- 0,- 0,- 0,1,- 0,- 0,- 0,396,397
1983,MENDOZA,Santa Rosa,Las Catitas,50112050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,287,287
1984,MENDOZA,Santa Rosa,Santa Rosa,50112060,- 0,- 0,- 0,2,- 0,- 0,- 0,153,155
1985,MENDOZA,Tunuyán,Los Sauces,50119050,- 0,20,- 0,1,- 0,- 0,- 0,- 0,21
1986,MENDOZA,Tunuyán,Tunuyán,50119060,473,1.375,1,11,- 0,- 0,- 0,16,1.876
1987,MENDOZA,Tunuyán,Vista Flores,50119070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,265,265
1988,MENDOZA,Tunuyán,Campo Los Andes,50119020,- 0,55,- 0,- 0,- 0,- 0,- 0,- 0,55
1989,MENDOZA,Tunuyán,Colonia Las Rosas,50119030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,199,199
1990,MENDOZA,Tupungato,San José,50126050,- 0,- 0,- 0,37,- 0,- 0,- 0,17,54
1991,MENDOZA,Tupungato,Tupungato,50126060,517,- 0,- 0,3,- 0,3,- 0,598,1.121
1992,MENDOZA,Tupungato,Cordón del Plata,50126020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,344,344
1993,MENDOZA,Tupungato,La Arboleda,50126040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,45,45
1994,MISIONES,25 de Mayo,25 de Mayo,54119060,- 0,- 0,- 0,- 0,538,2,- 0,- 0,540
1995,MISIONES,25 de Mayo,Colonia Alicia,54119020,- 0,- 0,- 0,- 0,20,- 0,- 0,32,52
1996,MISIONES,25 de Mayo,Colonia Aurora,54119030,- 0,- 0,- 0,- 0,10,1,- 0,61,72
1997,MISIONES,25 de Mayo,San Francisco de Asís,54119040,- 0,- 0,- 0,15,40,- 0,- 0,25,80
1998,MISIONES,25 de Mayo,Santa Rita,54119050,- 0,- 0,- 0,30,150,1,- 0,50,231
1999,MISIONES,25 de Mayo,Alicia Baja,54119025,- 0,- 0,- 0,- 0,- 0,- 0,- 0,24,24
2000,MISIONES,25 de Mayo,Alba Posse,54119010,- 0,- 0,- 0,40,- 0,- 0,- 0,- 0,40
2001,MISIONES,Apóstoles,Apóstoles,54007010,1.876,3.510,- 0,4,- 0,1,- 0,138,5.529
2002,MISIONES,Apóstoles,Azara,54007020,- 0,10,- 0,- 0,- 0,1,- 0,146,157
2003,MISIONES,Apóstoles,San José,54007060,165,- 0,- 0,1,- 0,- 0,- 0,425,591
2004,MISIONES,Cainguás,Aristóbulo del Valle,54014010,1,1.194,- 0,4,- 0,2,- 0,- 0,1.201
2005,MISIONES,Cainguás,Campo Grande,54014020,10,- 0,- 0,4,- 0,1,- 0,- 0,15
2006,MISIONES,Cainguás,Dos de Mayo Núcleo I,54014030,- 0,- 0,- 0,1.330,- 0,- 0,- 0,- 0,1.330
2007,MISIONES,Cainguás,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,6,- 0,- 0,6
2008,MISIONES,Cainguás,Salto Encantado,54014080,- 0,42,- 0,- 0,- 0,1,- 0,22,65
2009,MISIONES,Cainguás,Pueblo Illia,54014070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38
2010,MISIONES,Cainguás,Dos de Mayo Núcleo III,54014050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,81,81
2011,MISIONES,Candelaria,Bonpland,54021010,43,- 0,- 0,- 0,- 0,- 0,- 0,- 0,43
2012,MISIONES,Candelaria,Candelaria,54021020,873,1,- 0,- 0,- 0,2,- 0,- 0,876
2013,MISIONES,Candelaria,Mártires,54021050,- 0,- 0,- 0,- 0,13,- 0,- 0,3,16
2014,MISIONES,Candelaria,Profundidad,54021060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3
2015,MISIONES,Candelaria,Santa Ana,54021080,195,- 0,- 0,- 0,- 0,- 0,- 0,- 0,195
2016,MISIONES,Candelaria,Barrio Del Lago,54021005,- 0,- 0,- 0,10.278,- 0,- 0,- 0,- 0,10.278
2017,MISIONES,Capital,Garupá,54028010,1.167,1.038,- 0,7.995,- 0,- 0,- 0,85,10.285
2018,MISIONES,Capital,Nemesio Parma,54028020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
2019,MISIONES,Capital,Posadas,54028030,7.195,70.150,- 0,3.613,12,8,- 0,230,81.208
2020,MISIONES,Concepción,Concepción de la Sierra,54035020,- 0,458,- 0,3,- 0,1,- 0,154,616
2021,MISIONES,Concepción,La Corita,54035030,- 0,12,- 0,- 0,- 0,- 0,- 0,- 0,12
2022,MISIONES,Eldorado,Colonia Victoria,54042010,6,- 0,- 0,- 0,- 0,- 0,- 0,- 0,6
2023,MISIONES,Eldorado,Eldorado,54042020,7.798,- 0,- 0,- 0,5,1,- 0,- 0,7.804
2024,MISIONES,Eldorado,Puerto Mado,54042060,- 0,- 0,- 0,- 0,1,- 0,- 0,- 0,1
2025,MISIONES,Eldorado,Santiago De Liniers,54042080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
2026,MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,54049020,- 0,- 0,- 0,1,370,- 0,- 0,- 0,371
2027,MISIONES,General Manuel Belgrano,Dos Hermanas,54049030,- 0,- 0,- 0,- 0,5,- 0,- 0,- 0,5
2028,MISIONES,Guaraní,El Soberbio,54056010,- 0,- 0,- 0,- 0,520,1,- 0,532,1.053
2029,MISIONES,Guaraní,Fracrán,54056020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,131,131
2030,MISIONES,Guaraní,San Vicente,54056030,- 0,- 0,- 0,2.265,20,- 0,- 0,1.036,3.321
2031,MISIONES,Iguazú,Esperanza,54063010,728,2.000,- 0,1,- 0,- 0,- 0,100,2.829
2032,MISIONES,Iguazú,Libertad,54063020,339,- 0,- 0,- 0,- 0,- 0,- 0,- 0,339
2033,MISIONES,Iguazú,Puerto Iguazú,54063030,1.065,519,- 0,6.489,- 0,3,- 0,- 0,8.076
2034,MISIONES,Iguazú,Wanda,54063040,784,- 0,- 0,1,- 0,3,- 0,- 0,788
2035,MISIONES,Leandro N. Alem,Almafuerte,54070010,- 0,- 0,- 0,- 0,1,- 0,- 0,2,3
2036,MISIONES,Leandro N. Alem,Arroyo del Medio,54070020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
2037,MISIONES,Leandro N. Alem,Caá - Yarí,54070030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
2038,MISIONES,Leandro N. Alem,Cerro Azul,54070040,- 0,314,- 0,10,15,2,- 0,131,472
2039,MISIONES,Leandro N. Alem,Dos Arroyos,54070050,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2
2040,MISIONES,Leandro N. Alem,Gobernador López,54070060,- 0,- 0,- 0,- 0,20,- 0,- 0,- 0,20
2041,MISIONES,Leandro N. Alem,Leandro N. Alem,54070070,1.019,3.515,- 0,2,127,- 0,- 0,- 0,4.663
2042,MISIONES,Leandro N. Alem,Olegario V. Andrade,54070080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7
